Trade_Date,Issuer,Symbol,Lead/Joint-Lead_ Managers,Offer_Price,Opening_Price,1st Day_Close,1st Day.1_% Px Chng ,$ Change_Opening,$ Change.1_Close,Star_Ratings,Performed
2018-07-26,Tenable Holdings ,TENB,Morgan Stanley/ J.P. Morgan/ Allen & Company/ Deutsche Bank Securities,23.0,33.0,30.25,0.31521739130434784,10.0,7.25,3,
2018-07-27,Adial Pharmaceuticals ,ADIL,Joseph Gunnar & Co.,5.0,4.0,4.05,-0.19000000000000006,-1.0,-0.9500000000000002,1,
2018-07-27,Adial Pharmaceuticals ,ADILW,Joseph Gunnar & Co.,0.0,0.65,0.65,0.0,0.65,0.65,1,
2018-07-27,Endava ,DAVA,Morgan Stanley/ Citigroup/ Credit Suisse/ Deutsche Bank Securities,20.0,25.0,25.2,0.25999999999999995,5.0,5.199999999999998,2,
2018-07-27,Opera Ltd ,OPRA,CICC/ Citigroup,12.0,14.34,13.11,0.09249999999999996,2.34,1.1099999999999994,3,
2018-08-02,Cushman & Wakefield plc ,CWK,Morgan Stanley/ J.P. Morgan/ Goldman Sachs/ UBS Securities,17.0,18.0,17.81,0.04764705882352933,1.0,0.8099999999999987,1,
2018-08-02,Sonos ,SONO,Morgan Stanley/ Goldman Sachs/ Allen & Company,15.0,16.0,19.91,0.32733333333333337,1.0,4.91,2,
2018-08-02,Tottenham Acquisition I ,TOTAU,Chardan,10.0,10.13,10.13,0.013000000000000076,0.13000000000000078,0.13000000000000078,1,
2018-08-03,Arlo Technologies ,ARLO,BofA Merrill Lynch/ Deutsche Bank Securities/ Guggenheim Securities,16.0,18.5,22.1,0.3812500000000001,2.5,6.100000000000001,2,
2018-08-03,Forum Merger II ,FMCIU,Jefferies,10.0,10.0,9.95,-0.005000000000000071,0.0,-0.05000000000000071,1,
2018-08-09,Vaccinex ,VCNX,Oppenheimer/ BTIG,12.0,12.0,11.38,-0.051666666666666604,0.0,-0.6199999999999992,1,
2018-08-10,Mesa Air Group ,MESA,Raymond James/ BofA Merrill Lynch,12.0,12.0,11.75,-0.02083333333333333,0.0,-0.25,1,
2018-08-10,Spartan Energy Acquisition ,SPAQ.U,Citigroup/ Credit Suisse,10.0,10.1,10.07,0.007000000000000029,0.09999999999999963,0.07000000000000027,1,
2018-08-14,Aridis Pharmaceuticals ,ARDS,Cantor,13.0,13.02,13.0,0.0,0.01999999999999957,0.0,1,
2018-08-16,TKK Symphony Acquisition ,TKKSU,EarlyBirdCapital,10.0,10.08,10.04,0.003999999999999915,0.08000000000000007,0.03999999999999915,1,
2018-08-21,Bionano Genomics ,BNGOU,Roth Capital Partners,6.125,6.0,6.15,0.004081632653061282,-0.125,0.025000000000000355,1,
2018-08-21,Tenzing Acquisition ,TZACU,Maxim Group,10.0,10.01,10.03,0.002999999999999936,0.009999999999999787,0.029999999999999364,1,
2018-08-24,Megalith Financial Acquisition ,MFACU,Chardan/ BTIG,10.0,10.01,10.02,0.0019999999999999575,0.009999999999999787,0.01999999999999957,1,
2018-08-29,Longevity Acquisition ,LOACU,Cantor,10.0,10.12,10.13,0.013000000000000076,0.11999999999999922,0.13000000000000078,1,
2018-09-07,Churchill Capital ,CCC.U,Citigroup,10.0,10.02,10.05,0.005000000000000071,0.01999999999999957,0.05000000000000071,1,
2018-09-05,Gores Holdings III ,GRSHU,Deutsche Bank Securities,10.0,10.17,10.15,0.015000000000000038,0.16999999999999993,0.15000000000000036,1,
2018-09-12,"111, Inc. ",YI,J.P. Morgan/ Citigroup/ CICC,14.0,16.75,13.8,-0.014285714285714237,2.75,-0.1999999999999993,1,
2018-09-12,NIO Inc. ,NIO,Morgan Stanley/ Goldman Sachs (Asia)/ J.P. Morgan,6.26,6.0,6.6,0.054313099041533516,-0.2599999999999998,0.33999999999999986,1,
2018-09-14,FVCBankcorp ,FVCB,Sandler O'Neill + Partners/ Raymond James,20.0,21.2,20.0,0.0,1.1999999999999993,0.0,2,
2018-09-14,Principia Biopharma ,PRNB,BofA Merrill Lynch/ Leerink Partners/ Wells Fargo Securities,17.0,25.66,32.65,0.9205882352941176,8.66,15.65,3,
2018-09-14,Qutoutiao,QTT,Citigroup/ Deutsche Bank  Securities,7.0,9.1,15.97,1.2814285714285716,2.1,8.97,1,Missed
2018-09-19,X Financial ,XYF,Deutsche Bank Securities/ Morgan Stanley,9.5,15.0,11.97,0.2600000000000001,5.5,2.4700000000000006,1,Missed
2018-09-20,Bank7 ,BSVN,"Keefe, Bruyette & Woods (A Stifel Company)/ Stephens",19.0,20.0,19.09,0.00473684210526315,1.0,0.08999999999999986,2,
2018-09-20,Elanco Animal Health ,ELAN,Goldman Sachs/ J.P. Morgan/ Morgan Stanley,24.0,32.25,36.0,0.5,8.25,12.0,3,
2018-09-20,Eventbrite ,EB,Goldman Sachs/ J.P. Morgan/ Allen & Company/ RBC Capital Markets,23.0,36.0,36.5,0.5869565217391305,13.0,13.5,3,
2018-09-21,Farfetch ,FTCH,Goldman Sachs/ J.P. Morgan/ Allen & Company/ UBS Investment Bank,20.0,27.0,28.45,0.4225,7.0,8.45,3,
2018-09-21,Y-mAbs Therapeutics ,YMAB,BofA Merrill Lynch/ Cowen/ Canaccord Genuity,16.0,26.5,24.0,0.5,10.5,8.0,2,
2018-09-25,Viomi Technology ,VIOT,Morgan Stanley/ CICC,9.0,9.5,9.08,0.0088888888888889,0.5,0.08000000000000007,1,
2018-09-26,Arco Platform ,ARCE,Goldman Sachs/ Morgan Stanley/ Itaú BBA/ BofA Merrill Lynch,17.5,24.5,23.5,0.3428571428571429,7.0,6.0,2,
2018-09-26,Capital Bancorp ,CBNK,"Keefe, Bruyette & Woods (A Stifel Company)/ Stephens",12.5,13.0,12.8,0.024000000000000056,0.5,0.3000000000000007,2,
2018-09-26,Entasis Therapeutics Holding ,ETTX,Credit Suisse/ BMO Capital Markets,15.0,13.45,10.66,-0.2893333333333333,-1.5500000000000007,-4.34,2,Missed
2018-09-26,SVMK (SurveyMonkey),SVMK,J.P. Morgan/ Allen & Company/ BofA Merrill Lynch,12.0,18.75,17.24,0.43666666666666654,6.75,5.239999999999998,3,
2018-09-26,Viomi Technology ,VIOT,Morgan Stanley/ CICC,9.0,9.5,9.05,0.0055555555555556356,0.5,0.05000000000000071,1,
2018-09-27,Arvinas ,ARVN,Goldman Sachs/ Citigroup/ Piper Jaffray,16.0,21.0,16.05,0.0031250000000000444,5.0,0.05000000000000071,2,Missed
2018-09-27,LAIX ,LAIX,Morgan Stanley/ Goldman Sachs (Asia),12.5,16.0,12.62,0.009599999999999937,3.5,0.11999999999999922,2,
2018-09-27,Ra Medical ,REMED,Piper Jaffray/ Cantor,17.0,21.5,20.0,0.17647058823529413,4.5,3.0,2,
2018-09-27,Sutro Biopharma ,STRO,Cowen/ Piper Jaffray,15.0,15.12,15.2,0.013333333333333286,0.11999999999999922,0.1999999999999993,3,Missed
2018-09-27,Urovant Sciences ,UROV,J.P. Morgan/ Jefferies/ Cowen,14.0,10.5,11.65,-0.16785714285714284,-3.5,-2.35,2,Missed
2018-09-28,CooTek ,CTK,Credit Suisse/ BofA Merrill Lych/ Citigroup,12.0,11.5,9.44,-0.21333333333333335,-0.5,-2.5600000000000005,2,Missed
2018-09-28,Gritstone Oncology,GRTS,Goldman Sachs/ Cowen/ Barclays,15.0,15.2,14.24,-0.05066666666666665,0.1999999999999993,-0.7599999999999998,2,Missed
2018-10-03,Upwork ,UPWK,Citigroup/ Jefferies/ RBC Capital Markets,15.0,23.0,21.18,0.41200000000000003,8.0,6.18,3,
2018-10-04,Guardant Health ,GH,J.P. Morgan/ BofA Merrill Lynch,19.0,27.75,32.2,0.6947368421052633,8.75,13.200000000000005,3,
2018-10-04,Kodiak Sciences ,KOD,Morgan Stanley/ BofA Merrill Lynch,10.0,10.0,10.16,0.016000000000000014,0.0,0.16000000000000014,1,
2018-10-05,ARYA Sciences Acquisition ,ARYAU,Jefferies,10.0,10.16,10.17,0.016999999999999994,0.16000000000000014,0.16999999999999993,1,
2018-10-05,ChaSerg Technology Acquisition ,CTACU,Cantor,10.0,10.04,10.04,0.003999999999999915,0.03999999999999915,0.03999999999999915,1,
2018-10-05,Collier Creek Holdings ,CCH.U,Citigroup/ Credit Suisse/ BofA Merrill Lynch​,10.0,10.18,10.15,0.015000000000000038,0.17999999999999972,0.15000000000000036,1,
2018-10-05,EdtechX Holdings Acquisition ,EDTXU,Chardan/ I-Bankers,10.0,10.03,10.03,0.002999999999999936,0.029999999999999364,0.029999999999999364,1,
2018-10-05,Elastic N.V. ,ESTC,Goldman Sachs/ J.P. Morgan/ Barclays/  RBC Capital Markets,36.0,70.0,70.0,0.9444444444444444,34.0,34.0,3,
2018-10-11,Allogene Therapeutics ,ALLO,Goldman Sachs/ J.P. Morgan/ Cowen/ Jefferies,18.0,22.0,25.0,0.3888888888888889,4.0,7.0,3,
2018-10-11,Livent ,LTHM,BofA Merrill Lynch/ Goldman Sach/ Credit Suisse,17.0,16.25,16.97,-0.0017647058823530078,-0.75,-0.030000000000001137,1,
2018-10-12,Anaplan ,PLAN,Goldman Sachs/ Morgan Stanley/ Barclays,17.0,24.25,24.3,0.4294117647058824,7.25,7.300000000000002,3,
2018-10-12,DD3 Acquisition ,DDMXU,EarlyBirdCapital,10.0,10.02,10.01,0.0009999999999999788,0.01999999999999957,0.009999999999999787,1,
2018-10-12,Equillium ,EQ,Jefferies/ Leerink Partners/ Stifel,14.0,14.25,14.0,0.0,0.25,0.0,2,Missed
2018-10-16,Graf Industrial ,GRAF.U,EarlyBirdCapital/ Oppenheimer,10.0,10.01,10.0,0.0,0.009999999999999787,0.0,1,
2018-10-17,SI-BONE ,SIBN,Morgan Stanley/ BofA Merrill Lynch,15.0,21.0,20.06,0.3373333333333333,6.0,5.059999999999999,2,
2018-10-18,Osmotica Pharmaceuticals plc (OSMT),OSMT,Jefferies/ Barclays/ RBC Capital Markets,7.0,9.0,8.15,0.16428571428571434,2.0,1.1500000000000004,1,
2018-10-18,PhaseBio Pharmaceuticals,PHAS,Citigroup/ Cowen/ Stifel,5.0,5.0,5.0,0.0,0.0,0.0,1,
2018-10-18,Studio City International Holdings ,MSC,Deutsche Bank Securities/ Credit Suisse/ Morgan Stanley,12.5,16.5,15.5,0.24,4.0,3.0,1,Missed
2018-10-19,LogicBio Therapeutics ,LOGC,Jefferies/ Barclays/ William Blair,10.0,10.71,11.5,0.15,0.7100000000000009,1.5,1,
2018-10-19,Niu Technologies ,NIU,Credit Suisse/ Citigroup,9.0,8.5,8.65,-0.03888888888888885,-0.5,-0.34999999999999964,1,
2018-10-19,SolarWinds ,SWI,Goldman Sachs/ J.P. Morgan/ Morgan Stanley/ Credit Suisse,15.0,15.3,15.03,0.0019999999999999575,0.3000000000000007,0.029999999999999364,1,
2018-10-24,Alberton Acquisition ,ALACU,Chardan,10.0,10.03,10.0,0.0,0.029999999999999364,0.0,1,
2018-10-25,Pintec Technology Holdings ,PT,Goldman Sachs (Asia)/ Deutsche Bank Securities/ Citigroup,11.88,14.35,12.49,0.05134680134680129,2.4699999999999993,0.6099999999999994,N/C,
2018-10-25,StoneCo Ltd. ,STNE,Goldman Sachs/ J.P. Morgan/ Citigroup,24.0,32.0,31.35,0.3062500000000001,8.0,7.350000000000001,3,
2018-10-25,YETI Holdings ,YETI,BofA Merrill Lynch/ Morgan Stanley/ Jefferies,18.0,16.75,17.0,-0.05555555555555555,-1.25,-1.0,1,
2018-10-26,Gamida Cell Ltd. ,GMDA,BMO Capital Markets/ RBC Capital Markets,8.0,8.3,8.44,0.05499999999999994,0.3000000000000007,0.4399999999999995,1,
2018-10-31,Axonics Modulation Technologies ,AXNX,BofA Merrill Lynch/ Morgan Stanley,15.0,16.05,14.98,-0.0013333333333333047,1.0500000000000007,-0.01999999999999957,2,
2018-10-31,Orchard Rx ,ORTX,J.P. Morgan/ Goldman Sachs/ Cowen,14.0,17.0,14.0,0.0,3.0,0.0,1,
2018-10-31,Twist Bioscience,TWST,J.P. Morgan/ Cowen,14.0,13.0,14.0,0.0,-1.0,0.0,2,Missed
2018-11-07,CNFinance Holdings ,CNF,Roth Capital Partners/ Shenwan Hogyuan ,7.5,7.61,7.6,0.013333333333333286,0.11000000000000032,0.09999999999999963,2,Missed
2018-11-09,ToughBuilt Industries ,TBLTU,Maxim Group/ Joseph Gunnar,5.0,4.9,4.82,-0.035999999999999935,-0.09999999999999963,-0.17999999999999972,1,
2018-11-13,Eton Pharmaceutical ,ETON,National Securities,6.0,6.39,6.25,0.04166666666666666,0.3899999999999997,0.25,1,
2018-11-14,Vapotherm ,VAPO,BofA Merrill Lynch/ William Blair,14.0,15.5,16.0,0.14285714285714285,1.5,2.0,1,Missed
2018-11-15,Bain Capital Specialty Finance ,BCSF,"BofA Merrill Lynch/ Goldman Sachs/ Morgan Stanley/ Citigroup/ Credit Suisse/ Keefe, Bruyette & Woods (A Stifel Company)/ Wells Fargo Securities",20.25,18.0,18.0,-0.1111111111111111,-2.25,-2.25,1,
2018-11-15,Weidai Ltd. ,WEI,Morgan Stanley/ Credit Suisse/​ Citigroup,10.0,10.5,10.25,0.025,0.5,0.25,1,
2018-11-16,AMCI Acquisition ,AMCIU,Jefferies,10.0,10.0,10.0,0.0,0.0,0.0,1,
2018-11-16,Boxwood Merger ,BWMCU,BofA Merrill Lynch/ Morgan Stanley/ Macquarie Capital,10.0,10.0,10.0,0.0,0.0,0.0,1,
2018-11-16,Fintech Acquisition Corp. III ,FTACU,Cantor,10.0,10.06,10.04,0.003999999999999915,0.0600000000000005,0.03999999999999915,1,
2018-11-20,TuanChe Limited  ,TC,Maxim Group/ AMTD Tiger,7.8,7.5,7.83,0.003846153846153878,-0.2999999999999998,0.03000000000000025,1,
2018-11-28,Medalist Diversified REIT ,MDRR,Maxim Group LLC,10.0,9.5,9.4,-0.05999999999999996,-0.5,-0.5999999999999996,1,
2018-12-06,MOGU ,MOGU,Morgan Stanley/ Credit Suisse/ China Renaissance Securities,14.0,12.0,14.0,0.0,-2.0,0.0,1,
2018-12-07,Moderna ,MRNA,Morgan Stanley/ Goldman Sachs/ J.P. Morgan,23.0,22.0,18.6,-0.1913043478260869,-1.0,-4.399999999999999,3,Missed
2018-12-07,Synthorx ,THOR,Jefferies/ Leerink Partners/ Evercore ISI,11.0,15.4,12.61,0.1463636363636363,4.4,1.6099999999999994,1,Missed
2018-12-11,Schultze Special Purpose Acquisition ,SAMAU,EarlyBirdCapital/ BTIG,10.0,10.0,9.95,-0.005000000000000071,0.0,-0.05000000000000071,1,
2018-12-12,Tencent Music Entertainment Group (TME),TME,Morgan Stanley/ Goldman Sachs (Asia)/ J.P. Morgan/ Deutsche Bank Securities/ BofA Merrill Lynch,13.0,14.1,14.0,0.07692307692307693,1.0999999999999996,1.0,1,Missed
2018-12-13,CF Finance Acquisition ,CFFAU,Cantor,10.0,10.0,10.0,0.0,0.0,0.0,1,
2018-12-14,360 Finance ,QFIN,Citigroup/Haitong International/AMTD,16.5,16.81,16.5,0.0,0.3099999999999987,0.0,1,
2018-12-14,Chardan Healthcare Acquisition ,CHACU,Chardan,10.0,10.0,10.0,0.0,0.0,0.0,1,
2018-12-14,Legacy Housing ,LEGH,B. Riley FBR/ Oak Ridge Financial/ National Securities,12.0,12.11,12.03,0.0024999999999999467,0.10999999999999943,0.029999999999999364,2,Missed
2017-01-13,Gores Holdings II ,GSHTU,Deutsche Bank Securities,10.0,10.16,10.25,0.025,0.16000000000000014,0.25,1,
2017-01-20,FinTech Acquisition Corp. II,FNTEU,Cantor Fitzgerald & Co.,10.0,10.1,10.05,0.005000000000000071,0.09999999999999963,0.05000000000000071,1,
2017-01-20,Keane Group ,FRAC,Citigroup/ Morgan Stanley/ BofA Merrill Lynch/ J.P. Morgan,19.0,22.18,21.65,0.13947368421052625,3.18,2.6499999999999986,3,
2017-01-26,AnaptysBio ,ANAB,Credit Suisse/ Stifel,15.0,16.0,17.0,0.13333333333333333,1.0,2.0,2,
2017-01-27,Jounce Therapeutics ,JNCE,J.P. Morgan/ Cowen and Company,16.0,18.0,17.25,0.078125,2.0,1.25,2,
2017-02-01,Invitation Homes ,INVH,Deutsche Bank Securities/ J.P. Morgan/ BofA Merrill Lynch/ Goldman Sachs/ Wells Fargo Securities/ Credit Suisse/ Morgan Stanley/ RBC Capital Market,20.0,20.15,20.0,0.0,0.14999999999999858,0.0,1,
2017-02-01,Laureate Education ,LAUR,Credit Suisse/ Morgan Stanley/ Barclays/ Macquarie Capital/ J.P. Morgan/ BMO Capital Markets/ Citigroup/ KKR/ Goldman Sachs,14.0,12.5,13.25,-0.05357142857142857,-1.5,-0.75,1,
2017-02-03,"Kimbell Royalty Partners, LP ",KRP,Raymond James/ RBC Capital Markets/ Stifel,18.0,18.11,20.64,0.1466666666666667,0.10999999999999943,2.640000000000001,1,
2017-02-03,Ramaco Resources ,METC,Credit Suisse/ Jefferies/ BMO Capital Markets,13.5,14.55,13.55,0.0037037037037037563,1.0500000000000007,0.05000000000000071,2,
2017-02-10,Foundation Building Materials ,FBM,Deutsche Bank Securities/ Barclays/ RBC Capital Markets/ Citigroup/ Baird,14.0,15.8,15.5,0.10714285714285714,1.8000000000000007,1.5,1,
2017-02-10,Sachem Capital ,SACH,Joseph Gunnar,5.0,4.9,5.04,0.008000000000000007,-0.09999999999999963,0.040000000000000036,1,
2017-03-01,Hamilton Lane ,HLNE,J.P. Morgan/ Morgan Stanle,16.0,17.85,18.02,0.12624999999999995,1.8500000000000012,2.02,2,
2017-03-02,Snap ,SNAP,Morgan Stanley/ Goldma Sachs/ J. P. Morgan/ Deutsche Bank Securities,17.0,23.71,24.48,0.44,6.710000000000001,7.48,3,
2017-03-08,J.JILL ,JILL,BofA Merrill Lynch/Morgan Stanley/ Jefferies,13.0,12.85,12.65,-0.026923076923076897,-0.15000000000000036,-0.34999999999999964,1,
2017-03-08,BeyondSpring ,BYSI,Rodman & Renshaw (a Unit of H.C. Wainwright & Co.),20.0,20.0,16.8,-0.15999999999999998,0.0,-3.1999999999999997,N/C,No Call
2017-03-10,Presidio ,PSDO,J.P. Morgan/ Citigroup,14.0,13.5,14.25,0.017857142857142856,-0.5,0.25,2,Missed
2017-03-10,Matlin & Partners Acquisition ,MPACU,Cantor Fitzgerald & Co.,10.0,10.0,10.01,0.0009999999999999788,0.0,0.009999999999999787,1,
2017-03-15,Ardagh Group S.A.  ,ARD,"Citigroup/ Deutsche Bank Securities/ Goldman, Sachs/ Barclays/ Credit Suisse/ J.P. Morgan",19.0,21.96,22.91,0.20578947368421047,2.9600000000000013,3.91,1,Missed
2017-03-16,Canada Goose Holdings ,GOOS,"CIBC Capital Markets/ Credit Suisse/ Goldman, Sachs/ RBC Capital Markets",12.78,18.0,16.08,0.2582159624413145,5.2200000000000015,3.299999999999999,3,
2017-03-17,MuleSoft ,MULE,"Goldman, Sachs/ J.P. Morgan/ BoA Merrill Lynch",17.0,24.25,24.75,0.4558823529411765,7.25,7.75,3,
2017-03-17,ProPetro Holding ,PUMP,Goldman Sachs/ Barclays/ Credit Suisse/ J.P. Morgan,14.0,15.0,14.5,0.03571428571428571,1.0,0.5,1,
2017-03-24,Alteryx ,AYX,"Goldman, Sachs/ J.P. Morgan",14.0,17.25,15.5,0.10714285714285714,3.25,1.5,3,
2017-03-24,Silver Run Acquisition Corp II ,SRUNU,Citigroup/ Credit Suisse/ Deutsche Bank Securities,10.0,10.21,10.36,0.035999999999999935,0.21000000000000085,0.35999999999999943,1,
2017-03-30,Kayne Anderson Acquisition ,KAACU,Citigroup/ Deutsche Bank Securities/ Credit Suisse,10.0,10.09,10.0,0.0,0.08999999999999986,0.0,1,
2017-04-05,Hess Midstream Partners LP,MESM,"Goldman, Sachs/ Morgan Stanley",23.0,25.5,25.6,0.11304347826086962,2.5,2.6000000000000014,2,
2017-04-06,Schneider National ,SNDR,Morgan Stanley/ UBS Investment Bank/ BofA Merrill Lynch,19.0,19.5,19.0,0.0,0.5,0.0,2,
2017-04-06,Elevate Credit ,ELVT,UBS Securities/ Jefferies/ Stifel/ William Blair & Company,6.5,7.0,7.76,0.1938461538461538,0.5,1.2599999999999998,1,
2017-04-07,Forum Merger,FMCIU,EarlyBirdCapital,10.0,10.0,10.0,0.0,0.0,0.0,1,
2017-04-07,Okta,OKTA,"Goldman, Sachs/ J.P. Morgan Securities/ Allen & Company",17.0,17.0,23.56,0.3858823529411764,0.0,6.559999999999999,3,
2017-04-11,Azul S.A. ,AZUL,Citigroup/ Itaú BBA/ Deutsche Bank Securities,20.06,21.8,21.5,0.07178464606181463,1.740000000000002,1.4400000000000013,2,
2017-04-11,Vantage Energy Acquisition ,VEACU,"Citigroup/ Credit Suisse/ Goldman, Sachs",10.0,10.1,10.0,0.0,0.09999999999999963,0.0,1,
2017-04-12,Netshoes (Cayman) Ltd. ,NETS,"Goldman, Sachs/ J.P. Morgan/ Bradesco BBI/ Allen & Company/ Jefferies",18.0,16.32,16.1,-0.10555555555555547,-1.6799999999999995,-1.8999999999999984,2,Missed
2017-04-13,Cadence Bancorporation ,CADE,"Goldman, Sachs/ J.P. MorganSandle/ O’Neill + Partners/ Keefe, Bruyette & Woods (A Stifel Company)",20.0,22.08,21.55,0.07750000000000004,2.0799999999999983,1.5500000000000007,2,
2017-04-13,Tocagen ,TOCA,Leerink Partners/ Evercore ISI/ Stifel,10.0,10.27,12.45,0.24499999999999994,0.2699999999999996,2.4499999999999997,2,
2017-04-13,Warrior Met Coal ,HCC,Credit Suisse/ Citigroup/ Morgan Stanley/ BMO Capital Markets/ RBC Capital Markets,19.0,17.5,18.0,-0.05263157894736842,-1.5,-1.0,2,Missed
2017-04-13,Yext,YEXT,Morgan Stanley/ J.P. Morgan/ RBC Capital Markets,11.0,14.03,13.41,0.21909090909090911,3.03,2.41,3,
2017-04-21,Select Energy Services ,WTTR,Credit Suisse/ FBR/ Wells Fargo Securities/ BofA Merrill Lynch/ Citigroup/ J.P. Morgan,14.0,14.9,14.02,0.0014285714285713982,0.9000000000000004,0.01999999999999957,1,
2017-04-27,Floor & Decor Holdings ,FND,BofA Merrill Lynch/ Barclays/ Credit Suisse / UBS Investment Bank,21.0,30.25,32.05,0.5261904761904761,9.25,11.049999999999995,3,
2017-04-28,Carvana ,CVNA,Wells Fargo Securities/ BofA Merrill Lynch/ Citigroup/ Deutsche Bank Securities,15.0,13.71,11.1,-0.26,-1.2899999999999991,-3.9,3,Missed
2017-04-28,China Rapid Finance Limited ,XRF,Morgan Stanley/ Credit Suisse/ Jefferies,6.0,6.67,6.67,0.11166666666666664,0.6699999999999999,0.6699999999999999,1,
2017-04-28,Cloudera ,CLDR,Morgan Stanley/ J.P. Morga/ Allen & Company,15.0,17.87,18.1,0.20666666666666675,2.870000000000001,3.1000000000000014,3,
2017-04-28,Emerald Expositions Events ,EEX,"BofA Merrill Lynch/ Barclays/ Goldman, Sachs",17.0,18.73,19.5,0.14705882352941174,1.7300000000000004,2.5,1,Missed
2017-04-28,NCS Multistage Holdings ,NCSM,Credit Suisse/ Citigroup/ Wells Fargo Securities,17.0,20.0,19.5,0.14705882352941174,3.0,2.5,1,Missed
2017-04-28,Zymeworks ,ZYME,Citigroup/ Barclays/ Wells Fargo Securities/ Canaccord Genuity,13.0,13.5,13.0,0.0,0.5,0.0,3,Missed
2017-05-04,Antero Resources Midstream Management ,AMGP,Morgan Stanley/ Barclays/ J.P. Morgan,23.5,22.19,22.0,-0.06382978723404255,-1.3099999999999987,-1.5,2,
2017-05-04,Biohaven Pharmaceutical Holding ,BHVN,Morgan Stanley/ Piper Jaffray/ Barclays Capital,17.0,20.24,17.5,0.029411764705882356,3.2399999999999984,0.5,2,
2017-05-04,UroGen Pharma Ltd. ,URGN,Jefferies/ Cowen and Company,13.0,13.28,13.98,0.07538461538461541,0.27999999999999936,0.9800000000000004,2,
2017-05-05,KKR Real Estate Finance Trust ,KREF,Wells Fargo Securities/ Morgan Stanley/ KKR,20.5,21.01,22.13,0.07951219512195118,0.5100000000000016,1.629999999999999,1,Missed
2017-05-05,Ovid Therapeut ,OVID,Citigroup/ Cowen and Company,15.0,14.0,12.25,-0.18333333333333326,-1.0,-2.75,1,
2017-05-05,TPG Pace Energy Holdings ,TPGEU,"Deutsche Bank Securities/ Goldman, Sachs",10.0,10.1,10.14,0.014000000000000058,0.09999999999999963,0.14000000000000054,1,
2017-05-09,ENDRA Life Sciences ,NDRAU,Dougherty & Company/Dawson James Securities,5.0,5.45,5.2,0.040000000000000036,0.4500000000000002,0.20000000000000015,1,
2017-05-09,Guaranty Bancshares ,GNTY,Sandler O’Neill + Partners/ Stephens,27.0,30.0,30.1,0.11481481481481487,3.0,3.1000000000000014,2,
2017-05-10,Five Point Holdings ,FPH,Citigroup/ J.P. Morgan,14.0,15.25,15.04,0.07428571428571422,1.25,1.0399999999999991,1,
2017-05-12,A.S.V. ,ASV,Roth Capital Partners,7.0,7.45,7.85,0.12142857142857134,0.4500000000000002,0.8499999999999996,1,
2017-05-12,Gardner Denver Holdings ,GDI,"Goldman, Sachs/ Citigroup/ UBS Investment Bank/ KKR/ Simmons & Company International (Energy Specialists of Piper Jaffray)/ Deutsche Bank Securities/ Baird/ Credit Suisse/ Morgan Stanley",20.0,21.2,21.1,0.05500000000000007,1.1999999999999993,1.1000000000000014,1,
2017-05-12,Modern Media Acquisition ,MMDMU,Macquarie Capital,10.0,10.09,10.11,0.010999999999999944,0.08999999999999986,0.10999999999999943,1,
2017-05-12,National Energy Services Reunited ,NESRU,Maxim Group/ National Bank of Canada Financial,10.0,10.0,9.99,-0.0009999999999999788,0.0,-0.009999999999999787,1,
2017-05-12,Solaris Oilfield Infrastructure ,SOI,"Credit Suisse/ Goldman, Sachs",12.0,12.23,11.55,-0.037499999999999936,0.23000000000000045,-0.4499999999999993,1,
2017-05-12,Veritone ,VERI,Wunderlich/ Craig-Hallum Capital Group,15.0,15.64,13.07,-0.12866666666666665,0.6400000000000006,-1.93,2,
2017-05-17,G1 Therapeutics ,GTHX,J.P. Morgan/ Cowen and Company,15.0,15.0,15.0,0.0,0.0,0.0,1,
2017-05-18,Bright Scholar Education Holdings ,BEDU,Morgan Stanley/ Deutsche Bank Securities,10.5,11.05,13.4,0.2761904761904762,0.5500000000000007,2.9000000000000004,1,
2017-05-24,SMART Global Holdings ,SGH,Barclays/ Deutsche Bank Securities/ Jefferies/ Stifel,11.0,12.0,13.45,0.22272727272727266,1.0,2.4499999999999997,1,
2017-05-25,Appian ,APPN,"Morgan Stanley/ Goldman, Sachs/ Barclays",12.0,15.0,15.01,0.2508333333333333,3.0,3.01,2,
2017-05-25,WideOpenWest ,WOW,UBS Investment Bank/ Credit Suisse/ RBC Capital Markets/ SunTrust Robinson Humphrey/ Evercore ISI/ Macquarie Capital,17.0,16.15,16.5,-0.029411764705882356,-0.8500000000000014,-0.5,1,
2017-06-02,KBL Merger Corp. IV  ,KBLMU,Ladenburg Thalmann,10.0,10.0,10.0,0.0,0.0,0.0,1,
2017-06-07,ShotSpotter,SSTI,Roth Capital Partners/ Northland Capital Markets,11.0,12.2,14.38,0.30727272727272736,1.1999999999999993,3.3800000000000012,1,
2017-06-09,Plymouth Industrial  REIT ,PLYM,D.A. Davidson/ BB&T Capital Markets/ Oppenheimer,19.0,18.31,18.39,-0.032105263157894706,-0.6900000000000013,-0.6099999999999994,1,
2017-06-14,Athenex ,ATNX,Credit Suisse/ Deutsche Bank Securities/ J.P. Morgan,11.0,12.0,12.56,0.14181818181818187,1.0,1.5600000000000005,2,Missed
