Trade_Date,Issuer,Symbol,Lead/Joint-Lead_ Managers,Offer_Price,Opening_Price,1st Day_Close,1st Day.1_% Px Chng ,$ Change_Opening,$ Change.1_Close,Star_Ratings,Performed,year,CUSIP,Offer Date,IPO Name,Ticker,VC Dummy,Rollup dummy,CRSP PERM,Dual dummy,Internet dummy,Post-Issue shares,Founding,uw_max_rank,top_tier_uw,month,avg_net_ipo,num_ipo,net_num_ipo,perc_price_above
2015-04-15,Cidara Therapeutics  ,CDTX,Jefferies/ Leerink Partners,16.0,16.11,16.0,0.0,0.10999999999999943,0.0,2,Missed,2015.0,171757107,2015-04-15,Cidara Therapeutics Inc,CDTX,1,0,15286,0,0,.,2012.0,8.001,1,4.0,30.3,17.0,13,0.54
2015-04-15,Aduro Biotech  ,ADRO,BofA Merrill Lynch/ Leerink Partners,17.0,32.0,42.0,1.4705882352941178,15.0,25.0,3,,2015.0,00739L101,2015-04-15,Aduro BioTech Inc,ADRO,1,0,15282,0,0,.,2000.0,0.0,0,4.0,30.3,17.0,13,0.54
2015-04-16,Etsy ,ETSY,Goldman Sachs,16.0,31.0,30.0,0.875,15.0,14.0,3,,2015.0,29786A106,2015-04-16,Etsy Inc,ETSY,1,0,15291,0,1,.,2006.0,9.001,1,4.0,30.3,17.0,13,0.54
2015-04-16,KemPharm   ,KMPH,Cowen and Company/ RBC Capital Markets,11.0,11.75,11.2,0.01818181818181812,0.75,0.1999999999999993,1,,2015.0,488445107,2015-04-16,KemPharm Inc,KMPH,1,0,15294,0,0,.,2006.0,8.001,1,4.0,30.3,17.0,13,0.54
2015-04-16,Party City Holdco ,PRTY,Goldman Sachs/ BofA Merrill Lynch,17.0,20.5,20.7,0.21764705882352936,3.5,3.6999999999999993,3,,2015.0,702149105,2015-04-16,Party City Holdco Inc,PRTY,0,1,15327,0,0,.,1947.0,9.001,1,4.0,30.3,17.0,13,0.54
2015-04-16,Virtu Financial ,VIRT,"Goldman Sachs/ J.P. Morgan/ Sandler O'Neill + Partners, L.P.",19.0,23.0,22.18,0.16736842105263156,4.0,3.18,2,,2015.0,928254101,2015-04-16,Virtu Financial Inc,VIRT,2,0,15302,1,1,37849576,2008.0,9.001,1,4.0,30.3,17.0,13,0.54
2015-04-23,National Storage Affiliates Trust  (NSA),NSA,Jefferies/ Morgan Stanley/ Wells Fargo Securities,13.0,13.0,13.0,0.0,0.0,0.0,1,,2015.0,637870106,2015-04-23,National Storage Affiliates Tr,NSA,0,0,15323,0,0,.,2013.0,8.001,1,4.0,30.3,17.0,13,0.54
2015-04-24,Apigee  ,APIC,Morgan Stanley/ J.P. Morgan/ Credit Suisse,17.0,20.0,16.7,-0.017647058823529453,3.0,-0.3000000000000007,3,,2015.0,03765N108,2015-04-24,Apigee Corp,APIC,1,0,15283,0,0,.,2004.0,9.001,1,4.0,30.3,17.0,13,0.54
2015-04-29,Atlantic Alliance Partnership ,AAPC,Citigroup,10.0,10.01,10.06,0.00600000000000005,0.009999999999999787,0.0600000000000005,1,,2015.0,G0489710,2015-04-29,Atlantic Alliance Partnership,AAPC,0,0,15280,0,0,.,2015.0,9.001,1,4.0,30.3,17.0,13,0.54
2015-04-29,"Enviva Partners, LP  ",EVA,Barclays/ Goldman Sachs/ RBC Capital Markets/ Citigroup,20.0,20.0,21.5,0.075,0.0,1.5,3,,2015.0,29414J107,2015-04-29,Enviva Partners LP,EVA,0,0,15313,1,0,23810276,2013.0,9.001,1,4.0,30.3,17.0,13,0.54
2015-04-29,Viking Therapeutics ,VKTX,Laidlaw & Company (UK) Ltd.,8.0,8.61,8.96,0.1200000000000001,0.6099999999999994,0.9600000000000009,1,,2015.0,92686J106,2015-04-29,Viking Therapeutics Inc,VKTX,0,0,15303,0,0,.,2012.0,0.0,0,4.0,30.3,17.0,13,0.54
2015-04-30,Blueprint Medicines ,BPMC,Goldman Sachs/ Cowen and Company,18.0,23.4,18.87,0.04833333333333339,5.399999999999999,0.870000000000001,3,,2015.0,09627Y109,2015-04-30,Blueprint Medicines Corp,BPMC,1,0,15284,0,0,.,2008.0,9.001,1,4.0,30.3,17.0,13,0.54
2015-05-01,Arowana ,ARWAU,EarlyBirdCapital,10.0,10.01,10.02,0.0019999999999999575,0.009999999999999787,0.01999999999999957,1,,2015.0,G0501110,2015-05-01,Arowana Inc,ARWAU,1,.,15362,1,0,-9,-99.0,4.001,0,5.0,6.3,23.0,12,0.33
2015-05-01,"Black Stone Minerals, L.P. ",BSM,Barclays/ BofA Merrill Lynch/ Citigroup/ Credit Suisse/ Wells Fargo Securities,19.0,19.15,18.24,-0.040000000000000084,0.14999999999999858,-0.7600000000000016,2,Missed,2015.0,09225M101,2015-05-01,Black Stone Minerals LP,BSM,0,0,15340,1,0,95133333,2014.0,9.001,1,5.0,6.3,23.0,12,0.33
2015-05-05,OpGen ,OPGN,Maxim Group,6.0,5.3,4.85,-0.19166666666666676,-0.7000000000000002,-1.1500000000000004,1,,2015.0,68373L109,2015-05-05,OpGen Inc,OPGN,1,0,15381,0,0,.,2001.0,3.0010000000000003,0,5.0,6.3,23.0,12,0.33
2015-05-06,Adaptimmune Therapeutics PLC ,ADAP,BofA Merrill Lynch/ Cowen and Company/ Leerink Partners,17.0,19.25,16.0,-0.05882352941176471,2.25,-1.0,1,,2015.0,00653A107,2015-05-06,Adaptimmune Therapeutics plc,ADAP,1,0,15361,1,0,424711900,2008.0,7.001,0,5.0,6.3,23.0,12,0.33
2015-05-06,CoLucid Pharmaceuticals  ,CLCD,Piper Jaffray/ Stifel,10.0,7.8,8.0,-0.2,-2.2,-2.0,1,,2015.0,19716T101,2015-05-06,CoLucid Pharmaceuticals Inc,CLCD,1,0,15370,0,0,.,2005.0,7.001,0,5.0,6.3,23.0,12,0.33
2015-05-06,HTG Molecular Diagnostics ,HTGM,Leerink Partners,14.0,14.0,13.77,-0.01642857142857146,0.0,-0.23000000000000045,2,Missed,2015.0,40434H104,2015-05-06,HTG Molecular Diagnostics Inc,HTGM,1,0,15374,0,0,.,1997.0,0.0,0,5.0,6.3,23.0,12,0.33
2015-05-07,aTYR PHARMA ,LIFE,J.P. Morgan/ Citigroup,14.0,13.25,14.95,0.06785714285714281,-0.75,0.9499999999999992,1,,2015.0,002120103,2015-05-07,aTyr Pharma Inc,LIFE,1,0,15378,0,0,.,2005.0,9.001,1,5.0,6.3,23.0,12,0.33
2015-05-07,Collegium Pharmaceutical ,COLL,Jefferies/ Piper Jaffray,12.0,12.0,12.29,0.0241666666666666,0.0,0.28999999999999915,1,,2015.0,19459J104,2015-05-07,Collegium Pharmaceutical Inc,COLL,1,0,15371,0,0,.,2002.0,8.001,1,5.0,6.3,23.0,12,0.33
2015-05-07,"Tallgrass Energy GP, LP ",TEGP,Citigroup/ Goldman Sachs,29.0,30.9,31.75,0.09482758620689656,1.8999999999999984,2.75,3,,2015.0,874696107,2015-05-07,Tallgrass Energy GP LP,TEGP,0,0,15359,1,0,169643440,2015.0,9.001,1,5.0,6.3,23.0,12,0.33
2015-05-08,Bojangles ,BOJA,BofA Merrill Lynch/ Wells Fargo Securities/ Jefferies,19.0,26.55,23.75,0.25,7.550000000000002,4.75,3,,2015.0,097488100,2015-05-08,Bojangles' Inc,BOJA,0,0,15363,0,0,.,1977.0,8.001,1,5.0,6.3,23.0,12,0.33
2015-05-12,"EQT GP Holdings, LP ",EQGP,Barclays/ Goldman Sachs,27.0,32.0,32.96,0.2207407407407408,5.0,5.960000000000001,3,,2015.0,26885J103,2015-05-12,EQT GP Holdings LP,EQGP,0,0,15349,1,0,266165000,2015.0,9.001,1,5.0,6.3,23.0,12,0.33
2015-05-13,Jaguar Animal Health  ,JAGX,Aegis Capital Corp,7.0,7.0,6.78,-0.0314285714285714,0.0,-0.21999999999999972,1,,2015.0,47008L106,2015-05-13,Jaguar Animal Health Inc,JAGX,1,0,15375,0,0,.,2013.0,3.0010000000000003,0,5.0,6.3,23.0,12,0.33
2015-05-14,Fenix Parts ,FENX,BMO Capital Markets/ Stifel,8.0,7.8,8.44,0.05499999999999994,-0.20000000000000015,0.4399999999999995,1,,2015.0,31446L100,2015-05-14,Fenix Parts Inc,FENX,0,1,15372,0,0,.,1980.0,7.001,0,5.0,6.3,23.0,12,0.33
2015-05-15,Arcadia Biosciences  ,RKDA,Credit Suisse/ J.P. Morgan/ Piper Jaffray,8.0,7.49,7.3,-0.08750000000000002,-0.5099999999999998,-0.7000000000000002,1,,2015.0,039014105,2015-05-15,Arcadia Biosciences Inc,RKDA,1,0,15382,0,0,.,2002.0,9.001,1,5.0,6.3,23.0,12,0.33
2015-05-15,Fortress Transportation and Infrastructure Investors ,FTAI,Citigroup/ BofA Merrill Lynch/ Barclays/ Deutsche Bank Securities/ UBS Investment Bank,17.0,16.0,16.55,-0.026470588235294083,-1.0,-0.4499999999999993,1,,2015.0,34960P101,2015-05-15,Fortress Transp & Infra Inv,FTAI,0,0,15351,0,0,.,2013.0,9.001,1,5.0,6.3,23.0,12,0.33
2015-05-19,Black Knight Financial Services ,BKFS,J.P. Morgan/ BofA Merrill Lynch/ Wells Fargo Securities,24.5,26.25,27.11,0.10653061224489792,1.75,2.6099999999999994,3,,2015.0,09214X100,2015-05-20,Black Knight Financial Svcs,BKFS,0,0,15339,1,0,152828737,2007.0,9.001,1,5.0,6.3,23.0,12,0.33
2015-05-20,GP Investments Acquisition ,GPIAU,Citigroup,10.0,10.05,10.02,0.0019999999999999575,0.05000000000000071,0.01999999999999957,1,,2015.0,G4035712,2015-05-20,GP Investments Acq Corp,GPIAU,0,0,15525,1,0,0,2015.0,9.001,1,5.0,6.3,23.0,12,0.33
2015-05-21,PGA Holdings  ,PGND,Barclays/ Goldman Sachs/ William Blair,25.0,27.67,27.5,0.1,2.6700000000000017,2.5,2,,2015.0,74113L102,2015-05-21,Press Ganey Holdings Inc,PGND,0,0,15357,0,0,.,1985.0,9.001,1,5.0,6.3,23.0,12,0.33
2015-05-21,Shopify ,SHOP,Morgan Stanley/ Credit Suisse/ RBC Capital Markets,17.0,28.0,25.68,0.5105882352941177,11.0,8.68,3,,2015.0,82509L107,2015-05-21,Shopify Inc,SHOP,1,0,15358,1,1,74437417,2004.0,8.001,1,5.0,6.3,23.0,12,0.33
2015-06-04,"PennTex Midstream Partners, LP ",PTXP,"Citigroup/ Barclays/ RBC Capital Markets/ Tudor, Pickering, Holt",20.0,20.95,19.48,-0.025999999999999975,0.9499999999999992,-0.5199999999999996,2,,2015.0,709311104,2015-06-04,PennTex Midstream Partners LP,PTXP,0,0,15434,1,0,40000000,-99.0,9.001,1,6.0,29.3,30.0,24,0.48
2015-06-05,DAVIDsTEA ,DTEA,Goldman Sachs/ J.P. Morgan,19.0,25.0,27.0,0.42105263157894735,6.0,8.0,3,,2015.0,23866110,2015-06-05,DAVIDsTea Inc,DTEA,2,0,15425,0,0,.,2008.0,9.001,1,6.0,29.3,30.0,24,0.48
2015-06-05,EndoChoice (ECPM Holdings)  ,GI,J.P. Morgan/ BofA Merrill Lynch/ William Blair/ Stifel,15.0,14.5,17.0,0.13333333333333333,-0.5,2.0,2,,2015.0,29272U103,2015-06-05,EndoChoice Holdings Inc,GI,1,0,15451,0,0,.,2007.0,9.001,1,6.0,29.3,30.0,24,0.48
2015-06-05,Evolent Health  ,EVH,J.P. Morgan/ Goldman Sachs,17.0,18.0,18.86,0.10941176470588232,1.0,1.8599999999999997,3,,2015.0,30050B101,2015-06-05,Evolent Health Inc,EVH,1,0,15452,1,0,67251344,2011.0,9.001,1,6.0,29.3,30.0,24,0.48
2015-06-11,Axovant Sciences ,AXON,Jefferies/ Evercore ISI/ RBC Capital Markets,15.0,20.93,29.9,0.9933333333333332,5.93,14.9,3,,2015.0,G0750W10,2015-06-11,Axovant Sciences Ltd,AXON,0,0,15486,0,0,.,2014.0,8.001,1,6.0,29.3,30.0,24,0.48
2015-06-11,Electrum Special Acquisition ,ELECU,Cantor Fitzgerald ,10.0,10.06,10.15,0.015000000000000038,0.0600000000000005,0.15000000000000036,1,,2015.0,,2015-06-01,Electrum Special Acquisition C,ELECU,0,.,15637,1,0,21875000,2014.0,6.001,0,6.0,29.3,30.0,24,0.48
2015-06-11,People's Utah Bancorp ,PUB,D.A. Davidson & Co.,14.4,15.76,16.7,0.15972222222222215,1.3599999999999994,2.299999999999999,1,Missed,2015.0,712706209,2015-06-11,People's Utah Bancorp,PUB,0,0,15435,0,0,.,1998.0,5.001,0,6.0,29.3,30.0,24,0.48
2015-06-12,Wingstop  ,WING,Morgan Stanley/ Jefferies/ Baird,19.0,30.5,30.59,0.61,11.5,11.59,3,,2015.0,974155103,2015-06-12,Wingstop Inc,WING,0,0,15440,0,0,.,1994.0,8.001,1,6.0,29.3,30.0,24,0.48
2015-06-15,Invuity ,IVTY,Piper Jaffray/ Leerink Partners/ Stifel,12.0,12.75,14.92,0.2433333333333333,0.75,2.92,1,,2015.0,46187J106,2015-06-15,Invuity Inc,IVTY,1,0,15428,0,0,.,2004.0,7.001,0,6.0,29.3,30.0,24,0.48
2015-06-17,Nivalis Therapeutics  ,NVLS,Cowen and Company/ Stifel,14.0,16.5,14.92,0.06571428571428571,2.5,0.92,2,,2015.0,65481J109,2015-06-17,Nivalis Therapeutics Inc,NVLS,1,0,15432,0,0,.,2012.0,7.001,0,6.0,29.3,30.0,24,0.48
2015-06-18,Fitbit  ,FIT,Morgan Stanley/ Deutsche Bank Securities/ BofAMerrill Lynch,20.0,30.4,29.68,0.484,10.4,9.68,4,,2015.0,33812L102,2015-06-18,Fitbit Inc,FIT,1,0,15390,1,0,204650619,2007.0,8.501,1,6.0,29.3,30.0,24,0.48
2015-06-18,Univar ,UNVR,Deutsche Bank Securities/ Goldman Sachs/ BofA Merrill Lynch,22.0,24.1,24.05,0.0931818181818182,2.1000000000000014,2.0500000000000007,2,,2015.0,91336L107,2015-06-18,Univar Inc,UNVR,0,0,15482,0,0,.,1924.0,9.001,1,6.0,29.3,30.0,24,0.48
2015-06-19,8point3 Energy Partners LP  ,CAFD,Goldman Sachs/ Citigroup/ Deutsche Bank Securities/ J.P. Morgan/ Credit Agricole CIB,21.0,20.8,20.49,-0.02428571428571436,-0.1999999999999993,-0.5100000000000016,2,Missed,2015.0,282539105,2015-06-19,8point3 Energy Partners LP,CAFD,0,0,15415,1,0,91000000,2015.0,9.001,1,6.0,29.3,30.0,24,0.48
2015-06-19,Fogo de Chão ,FOGO,Jefferies/ J.P. Morgan,20.0,25.24,25.75,0.2875,5.239999999999998,5.75,4,,2015.0,344177100,2015-06-19,Fogo De Chao Inc,FOGO,0,0,15426,0,0,.,1979.0,9.001,1,6.0,29.3,30.0,24,0.48
2015-06-19,MINDBODY ,MB,Morgan Stanley/ Credit Suisse/ UBS Securities,14.0,16.22,11.56,-0.17428571428571424,2.2199999999999993,-2.4399999999999995,3,,2015.0,60255W105,2015-06-19,MINDBODY Inc,MB,1,0,15430,1,1,39117544,1998.0,0.0,0,6.0,29.3,30.0,24,0.48
2015-06-24,Ritter Pharmaceuticals ,RTTR,Aegis Capital Corp,5.0,5.0,4.96,-0.008000000000000007,0.0,-0.040000000000000036,1,,2015.0,767836109,2015-06-24,Ritter Pharmaceuticals Inc,RTTR,1,0,15436,0,0,.,2008.0,3.0010000000000003,0,6.0,29.3,30.0,24,0.48
2015-06-25,Catabasis Pharmaceuticals  (CATB),CATB,Citigroup/ Cowen and Company,12.0,12.74,13.0,0.08333333333333333,0.7400000000000002,1.0,1,,2015.0,14875P107,2015-06-25,Catabasis Pharmaceuticals Inc,CATB,1,0,15416,0,0,.,2008.0,9.001,1,6.0,29.3,30.0,24,0.48
2015-06-25,Gener8 Maritime  ,GNRT,Citigroup/ UBS/ Jefferies/ Evercore ISI,14.0,12.75,13.1,-0.06428571428571431,-1.25,-0.9000000000000004,1,,2015.0,Y2688910,2015-06-25,Gener8 Maritime Inc,GNRT,0,0,15487,0,0,.,1997.0,9.001,1,6.0,29.3,30.0,24,0.48
2015-06-25,Glaukos ,GKOS,J.P. Morgan/ BofA Merrill Lynch/ Goldman Sachs,18.0,29.11,31.22,0.7344444444444443,11.11,13.22,3,,2015.0,377322102,2015-06-25,Glaukos Corp,GKOS,1,0,15454,0,0,.,1998.0,9.001,1,6.0,29.3,30.0,24,0.48
2015-06-25,Lantheus Holdings ,LNTH,Credit Suisse/ Jefferies/ RBC Capital Markets/ Wells Fargo Securities,14.0,16.22,11.56,-0.17428571428571424,2.2199999999999993,-2.4399999999999995,1,,2015.0,516544103,2015-06-25,Lantheus Holdings Inc,LNTH,0,0,15429,0,0,.,1956.0,8.001,1,6.0,29.3,30.0,24,0.48
2015-06-25,Milacron Holdings  ,MCRN,BofA Merrill Lynch/ Barclays/ J.P. Morgan/ Baird/ Credit Suisse/ Goldman Sachs,20.0,19.5,19.58,-0.021000000000000085,-0.5,-0.4200000000000017,2,Missed,2015.0,59870L106,2015-06-25,Milacron Holdings Corp,MCRN,0,0,15466,0,0,.,1970.0,9.001,1,6.0,29.3,30.0,24,0.48
2015-06-25,TransUnion  ,TRU,Goldman Sachs/ J.P. Morgan/ BofA Merrill Lynch/ Deutsche Bank Securities/ RBC Capital Markets/ Wells Fargo Securities/ Credit Suisse,22.5,24.62,24.5,0.08888888888888889,2.120000000000001,2.0,2,,2015.0,89400J107,2015-06-25,TransUnion,TRU,0,0,15478,0,1,.,1968.0,9.001,1,6.0,29.3,30.0,24,0.48
2015-06-26,Alarm.com Holdings  ,ALRM,Goldman Sachs/ Credit Suisse/ BofA Merrill Lynch,14.0,16.05,16.88,0.20571428571428568,2.0500000000000007,2.879999999999999,3,,2015.0,011642105,2015-06-26,Alarm.com Holdings Inc,ALRM,1,0,15409,0,0,.,2000.0,9.001,1,6.0,29.3,30.0,24,0.48
2015-06-26,AppFolio ,APPF,Morgan Stanley/ Credit Suisse,12.0,12.15,14.08,0.17333333333333334,0.15000000000000036,2.08,2,,2015.0,03783C100,2015-06-26,AppFolio Inc,APPF,1,0,15410,1,0,26123910,2006.0,0.0,0,6.0,29.3,30.0,24,0.48
2015-06-26,Green Plains Partners LP  ,GPP,Barclays/ BofA Merrill Lynch/ Credit Suisse/ Macquarie Capital/ RBC Capital Markets,15.0,15.23,15.0,0.0,0.23000000000000045,0.0,1,,2015.0,393221106,2015-06-26,Green Plains Partners LP,GPP,0,0,15427,1,0,31779284,-99.0,8.001,1,6.0,29.3,30.0,24,0.48
2015-06-26,Seres Therapeutics  ,MCRB,Goldman Sachs/ BofA Merrill Lynch,18.0,31.36,51.4,1.8555555555555556,13.36,33.4,3,,2015.0,81750R102,2015-06-26,Seres Therapeutics Inc,MCRB,1,0,15431,0,0,.,2010.0,9.001,1,6.0,29.3,30.0,24,0.48
2015-06-26,Xactly  ,XTLY,J.P. Morgan/ Deutsche Bank Securities/ UBS Investment Bank,8.0,8.0,8.7,0.08749999999999991,0.0,0.6999999999999993,1,,2015.0,98386L101,2015-06-26,Xactly Corp,XTLY,1,0,15485,0,1,.,2005.0,9.001,1,6.0,29.3,30.0,24,0.48
2015-06-26,Yulong Eco-Materials ,YECO,Axiom Capital Management/ Northland Capital Markets/ ViewTrade Securities,6.25,6.25,6.17,-0.012800000000000013,0.0,-0.08000000000000007,1,,2015.0,G9884711,2015-06-26,Yulong Eco-Materials Ltd,YECO,0,0,15441,0,0,.,2011.0,3.0010000000000003,0,6.0,29.3,30.0,24,0.48
2015-07-01,CNX Coal Resources LP  ,CNXC,BofA Merrill Lynch/ Wells Fargo Securities/ Jefferies / Scotia Howard Weil/ Citigroup/ Credit Suisse/ J.P. Morgan/ Evercore ISI / BB&T Capital Markets/ Goldman Sachs/ The Huntington Investment Company/ Stifel/ Nomura,15.0,15.0,15.41,0.02733333333333334,0.0,0.41000000000000014,1,,2015.0,12592V100,2015-07-01,CNX Coal Resources LP,CNXC,0,0,15550,1,0,11611076,2015.0,9.001,1,7.0,24.6,23.0,15,0.64
2015-07-01,ConforMIS  ,CFMS,J.P. Morgan/ Deutsche Bank Securities,15.0,18.0,19.25,0.2833333333333333,3.0,4.25,3,,2015.0,20717E101,2015-07-01,ConforMIS Inc,CFMS,1,0,15496,0,0,.,2004.0,9.001,1,7.0,24.6,23.0,15,0.64
2015-07-01,Teladoc ,TDOC,J.P. Morgan/ Deutsche Bank Securities,19.0,29.9,28.5,0.5,10.9,9.5,3,,2015.0,87918A105,2015-07-01,Teladoc Inc,TDOC,1,0,15585,0,0,.,2002.0,9.001,1,7.0,24.6,23.0,15,0.64
2015-07-01,Unique Fabricating  ,UFAB,Roth Capital Partners/ Taglich Brothers,9.5,12.5,13.49,0.42,3.0,3.99,1,Missed,2015.0,90915J103,2015-06-30,Unique Fabricating,UFAB,0,.,15590,0,0,.,1975.0,5.001,0,7.0,24.6,23.0,15,0.64
2015-07-02,Natera ,NTRA,Morgan Stanle/ Cowen and Company/ Piper Jaffray,18.0,22.1,22.74,0.26333333333333325,4.100000000000001,4.739999999999998,3,,2015.0,632307104,2015-07-02,Natera Inc,NTRA,1,0,15534,0,0,.,2003.0,7.001,0,7.0,24.6,23.0,15,0.64
2015-07-16,Chiasma ,CHMA,Barclays/ Cowen and Company,16.0,20.99,20.0,0.25,4.989999999999998,4.0,3,,2015.0,16706W102,2015-07-16,Chiasma Inc,CHMA,1,0,15497,0,0,.,2001.0,8.001,1,7.0,24.6,23.0,15,0.64
2015-07-16,Jupai Holdings ,JP,Credit Suisse/ China Renaissance,10.0,10.41,11.08,0.108,0.41000000000000014,1.08,1,,2015.0,48205B107,2015-07-16,Jupai Holdings Ltd,JP,0,0,15577,1,0,176016759,2012.0,7.001,0,7.0,24.6,23.0,15,0.64
2015-07-16,Ollie's Bargain Outlet Holdings ,OLLI,J.P. Morgan/ Jefferies/ BofA Merrill Lynch,16.0,21.27,21.15,0.3218749999999999,5.27,5.149999999999999,1,,2015.0,681116109,2015-07-16,Ollie's Bargain Outlet Hldg,OLLI,0,0,15535,0,0,.,1982.0,9.001,1,7.0,24.6,23.0,15,0.64
2015-07-16,ProNAi Therapeutics ,DNAI,Jefferies/ BofA Merrill Lynch,17.0,28.68,30.8,0.8117647058823529,11.68,13.8,3,,2015.0,74346L101,2015-07-16,ProNAi Therapeutics Inc,DNAI,1,0,15507,0,0,.,2003.0,8.001,1,7.0,24.6,23.0,15,0.64
2015-07-17,MCBC Holdings ,MCFT,Baird/ Raymond James/ Wells Fargo Securities,15.0,15.5,15.92,0.06133333333333332,0.5,0.92,2,,2015.0,55276F107,2015-07-17,MCBC Holdings Inc,MCFT,0,0,15530,0,0,.,2000.0,8.001,1,7.0,24.6,23.0,15,0.64
2015-07-17,Ooma ,OOMA,Credit Suisse/ BofA Merrill Lynch,13.0,12.1,10.95,-0.15769230769230774,-0.9000000000000004,-2.0500000000000007,1,,2015.0,683416101,2015-07-17,Ooma Inc,OOMA,1,0,15582,0,0,.,2003.0,0.0,0,7.0,24.6,23.0,15,0.64
2015-07-17,Rapid7 ,RPD,Morgan Stanley/ Barclays,16.0,26.75,25.28,0.5800000000000001,10.75,9.28,4,,2015.0,753422104,2015-07-17,Rapid7 Inc,RPD,1,.,15541,0,1,.,2000.0,8.001,1,7.0,24.6,23.0,15,0.64
2015-07-22,Blue Buffalo Pet Products  ,BUFF,J.P. Morgan/ Citigroup,20.0,27.0,27.2,0.36,7.0,7.199999999999998,4,,2015.0,09531U102,2015-07-22,Blue Buffalo Pet Products Inc,BUFF,2,0,15494,0,0,.,2002.0,9.001,1,7.0,24.6,23.0,15,0.64
2015-07-23,Hennessy Capital Acquisition Corp II  ,HCACU,UBS Investment Bank/ Cantor Fitzgerald/ BMO Capital Markets,10.0,10.0,10.0,0.0,0.0,0.0,1,,2015.0,42588J209,2015-07-23,Hennessy Capital Acq Corp II,HCACU,0,0,15654,1,0,21875000,2015.0,7.001,0,7.0,24.6,23.0,15,0.64
2015-07-23,Live Oak Bancshares ,LOB,"Sandler O’Neill & Partners, L.P",17.0,18.5,19.07,0.12176470588235296,1.5,2.0700000000000003,2,,2015.0,53803X105,2015-07-23,Live Oak Bancshares Inc,LOB,0,0,15527,0,0,.,2008.0,7.501,0,7.0,24.6,23.0,15,0.64
2015-07-23,Neos Therapeutics ,NEOS,UBS Investment Bank/ BMO Capital Markets/ RBC Capital Markets,15.0,18.22,19.54,0.3026666666666666,3.219999999999999,4.539999999999999,1,Missed,2015.0,64052L106,2015-07-23,Neos Therapeutics Inc,NEOS,1,0,15531,0,0,.,1994.0,8.001,1,7.0,24.6,23.0,15,0.64
2015-07-24,JM Global Holding ,WYIGU,Cantor Fitzgerald,10.0,10.0,10.06,0.00600000000000005,0.0,0.0600000000000005,1,,2015.0,46590H200,2015-07-24,JM Global Holding Co,WYIGU,0,0,15664,1,0,6562500,2015.0,6.001,0,7.0,24.6,23.0,15,0.64
2015-07-28,NantKwest ,NK,BofA Merrill Lynch/ Citigroup/ Jefferies/ Piper Jaffray,25.0,37.0,34.64,0.3856,12.0,9.64,3,,2015.0,63016Q102,2015-07-28,NantKwest Inc,NK,0,0,15533,0,0,.,2002.0,9.001,1,7.0,24.6,23.0,15,0.64
2015-07-30,Easterly Acquisition   ,EACQU,Citigroup,10.0,10.0,9.99,-0.0009999999999999788,0.0,-0.009999999999999787,1,,2015.0,27616L201,2015-07-29,Easterly Acquisition Corp,EACQU,0,0,15652,1,0,0,2015.0,9.001,1,7.0,24.6,23.0,15,0.64
2015-07-30,Global Partner Acquisition ,GPACU,Deutsche Bank Securities,10.0,10.01,10.03,0.002999999999999936,0.009999999999999787,0.029999999999999364,1,,2015.0,37954X204,2015-07-29,Global Partner Acq Corp,GPACU,0,0,15639,1,0,16875000,2015.0,8.501,1,7.0,24.6,23.0,15,0.64
2015-07-30,vTv Therapeutics ,VTV,Piper Jaffray/ Stifel,15.0,14.0,10.89,-0.274,-1.0,-4.1099999999999985,2,Missed,2015.0,,,,,,,,,,,,7.001,0,7.0,24.6,23.0,15,0.64
2015-07-31,TerraForm Global  ,GLBL,J.P. Morgan/ Barclays/ Citigroup/ Morgan Stanley,15.0,14.0,14.0,-0.06666666666666668,-1.0,-1.0,1,,2015.0,88104M101,2015-07-31,TerraForm Global Inc,GLBL,0,0,15523,1,0,178849099,2014.0,9.001,1,7.0,24.6,23.0,15,0.64
2015-07-31,Aqua Metals  ,AQMS,National Securities Corporation,5.0,6.5,5.35,0.06999999999999992,1.5,0.34999999999999964,1,,2015.0,03837J101,2015-07-31,Aqua Metals Inc,AQMS,0,0,15493,0,0,.,2014.0,0.0,0,7.0,24.6,23.0,15,0.64
2015-08-05,Amplify Snack Brands ,BETR,Goldman Sachs/ Jefferies/ Credit Suisse,18.0,17.0,16.14,-0.1033333333333333,-1.0,-1.8599999999999997,3,Missed,2015.0,03211L102,2015-08-05,Amplify Snack Brands Inc,BETR,0,0,15599,0,0,.,2010.0,9.001,1,8.0,19.4,10.0,8,0.5
2015-08-05,Sunrun ,RUN,Credit Suisse/ Goldman Sachs/ Morgan Stanley,14.0,13.06,10.77,-0.2307142857142857,-0.9399999999999996,-3.2300000000000004,1,,2015.0,86771W105,2015-08-05,Sunrun Inc,RUN,2,0,15643,0,0,.,2007.0,9.001,1,8.0,19.4,10.0,8,0.5
2015-08-05,Zynerba Pharmeceuticals ,ZYNE,Jefferies/ Piper Jaffray,14.0,18.0,16.25,0.16071428571428573,4.0,2.25,3,,2015.0,98986X109,2015-08-05,Zynerba Pharmaceuticals Inc,ZYNE,1,0,15646,0,0,.,2007.0,8.001,1,8.0,19.4,10.0,8,0.5
